date,xlk_adj_close,xlf_adj_close,spy_adj_close,xlk_normalized,xlf_normalized,spy_normalized,us_ratio,ma20,slope20,ma20_slope,state20,bull_turn20,bear_turn20,cross_on20,cross_off20,ma60,slope60,ma60_slope,state60,bull_turn60,bear_turn60,cross_on60,cross_off60,ma120,slope120,ma120_slope,state120,bull_turn120,bear_turn120,cross_on120,cross_off120,ma240,slope240,ma240_slope,state240,bull_turn240,bear_turn240,cross_on240,cross_off240
1999-02-01,14.063312530517578,11.184136390686035,78.67449188232422,118.08872222405515,100.53626004866068,105.15284500931455,1.1745883740542853,1.0869277001958388,0.008098947215763319,0.008098947215763319,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-02,13.825241088867188,11.064837455749512,78.19010925292969,116.08965178588302,99.4638599698942,104.5054406176839,1.1671540981922592,1.0940729622740593,0.007145262078220416,0.007145262078220416,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-03,13.92395305633545,11.146858215332031,78.98443603515625,116.91852976759994,100.20115967071365,105.56710265095319,1.166838090016361,1.1003786947708762,0.006305732496816985,0.006305732496816985,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-04,13.44782829284668,10.885894775390625,77.80266571044922,112.92054104214067,97.85531128826803,103.98760072069102,1.153954134482211,1.1061489962977384,0.005770301526862198,0.005770301526862198,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-05,13.122662544250488,10.796419143676758,76.91152954101562,110.19014536335393,97.0509983700623,102.79654754367398,1.135383944667845,1.111937088332999,0.00578809203526065,0.00578809203526065,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-08,13.343307495117188,10.76659107208252,77.06649017333984,112.04288668987262,96.78286834573197,103.00366106882652,1.1576727225073362,1.1189539307851626,0.0070168424521634964,0.0070168424521634964,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-09,12.820727348327637,10.617471694946289,75.3422622680664,107.6548151270652,95.44240682466652,100.69913433664071,1.1279557872511914,1.123199306330968,0.0042453755458053966,0.0042453755458053966,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-10,12.913628578186035,10.706944465637207,75.82658386230469,108.43490072234833,96.24669402461049,101.34645715138193,1.12663506857307,1.1273289094262537,0.004129603095285761,0.004129603095285761,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-11,13.459441184997559,11.139397621154785,77.57022094726562,113.0180537435364,100.13409501680388,103.67692533440662,1.1286670511634465,1.1308919069750938,0.003562997548840041,0.003562997548840041,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-12,12.925243377685547,10.975362777709961,76.6402587890625,108.53242943962668,98.65955562444239,102.43397905860066,1.100070122480243,1.132400654176138,0.0015087472010442138,0.0015087472010442138,Risk Off,False,True,False,True,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-16,12.867172241210938,11.139397621154785,76.17533874511719,108.0448098770589,100.13409501680388,101.8125874975871,1.0790012119141585,1.1328023277097512,0.00040167353361320046,0.00040167353361320046,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-17,12.576848030090332,11.184136390686035,76.09781646728516,105.60697632628325,100.53626004866068,101.70897465089934,1.0504366909527794,1.129628825168494,-0.003173502541257145,-0.003173502541257145,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-18,12.646529197692871,11.295976638793945,76.69841003417969,106.19208456642284,101.54161261902519,102.51170144000545,1.0457986812248667,1.1261236005056303,-0.0035052246628637374,-0.0035052246628637374,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-19,12.76266098022461,11.33325481414795,77.02780151367188,107.16723560420398,101.87671299697219,102.95195151803884,1.051930637057254,1.1233792226181436,-0.0027443778874867153,-0.0027443778874867153,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-22,13.215568542480469,11.661325454711914,79.08126068115234,110.97027099834365,104.82580035444909,105.6965141889233,1.0586160145986787,1.12157903877207,-0.0018001838460734998,-0.0018001838460734998,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-23,13.389764785766602,11.810445785522461,79.04252624511719,112.4329855431034,106.16627044826845,105.64474345546854,1.0590273640429757,1.1192881497969736,-0.00229088897509655,-0.00229088897509655,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-24,13.018144607543945,11.422728538513184,77.64766693115234,109.31251503490982,102.68100876967009,103.78043620998258,1.0645835714383685,1.1150922217078263,-0.0041959280891472606,-0.0041959280891472606,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-25,13.05298900604248,11.34816837310791,76.91152954101562,109.60510118674488,102.01077372276039,102.79654754367398,1.0744463274499216,1.1118836872839233,-0.003208534423903009,-0.003208534423903009,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-02-26,12.6581392288208,11.556937217712402,76.60155487060547,106.2895732439946,103.88743528320907,102.38224911359062,1.0231225071081698,1.1049752996277384,-0.0069083876561848445,-0.0069083876561848445,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-01,12.600077629089355,11.60167407989502,76.81464385986328,105.80203376083995,104.28958316955801,102.66705442881442,1.0145024128519426,1.0980192406013682,-0.006956059026370198,-0.006956059026370198,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-02,12.263301849365234,11.63150691986084,76.1365966796875,102.97414940448144,104.55775605765794,101.76080656702118,0.9848542402506876,1.0885325339111884,-0.009486706690179814,-0.009486706690179814,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-03,12.472335815429688,11.519659996032715,76.54338073730469,104.72939404548703,103.55234347801598,102.30449614085228,1.0113667207128048,1.0807431650372155,-0.007789368873972968,-0.007789368873972968,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-04,12.600077629089355,11.780616760253906,77.51207733154297,105.80203376083995,105.89813185118419,103.599213150113,0.9990925421566521,1.0723558876442303,-0.00838727739298517,-0.00838727739298517,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-05,12.890403747558594,12.078868865966797,79.07161712646484,108.2398833274982,108.57917491186994,105.68362504039331,0.9968751688834703,1.0645019393642932,-0.007853948279937129,-0.007853948279937129,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-08,13.262017250061035,11.996846199035645,79.58501434326172,111.36029778010257,107.84185806554265,106.36980904583693,1.0326259188933997,1.059364038075571,-0.005137901288722269,-0.005137901288722269,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-09,13.122662544250488,12.093774795532227,79.39125061035156,110.19014536335393,108.7131670556268,106.11083301322901,1.013586011223198,1.0521597025113638,-0.007204335564207076,-0.007204335564207076,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-10,13.122662544250488,12.317461967468262,80.08873748779297,110.19014536335393,110.72393220563328,107.04306311430585,0.9951791195304732,1.0455208691253282,-0.0066388333860356585,-0.0066388333860356585,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-11,13.099431037902832,12.37711238861084,80.97987365722656,109.9950719129146,111.26014081777042,108.23411629132289,0.9886296305616956,1.0386205972247595,-0.006900271900568633,-0.006900271900568633,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-12,12.983304977416992,12.399470329284668,80.20491027832031,109.01996892278135,111.4611204606518,107.19833452622538,0.978098627325999,1.031092176032887,-0.00752842119187247,-0.00752842119187247,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-15,13.192342758178711,12.436755180358887,81.34795379638672,110.7752455955522,111.79628084787623,108.72607592014398,0.9908670016159717,1.0256320199896733,-0.005460156043213704,-0.005460156043213704,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-16,13.418794631958008,12.257806777954102,81.03802490234375,112.67674727673939,110.18768072972654,108.31183867272769,1.022589336035833,1.022811426195757,-0.002820593793916304,-0.002820593793916304,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-17,13.33169174194336,12.153426170349121,80.68926239013672,111.94534996465295,109.24938424051787,107.84569812941133,1.0246771708863802,1.021523450192437,-0.0012879760033199794,-0.0012879760033199794,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-18,13.517507553100586,12.436755180358887,81.98728942871094,113.50563326639762,111.79628084787623,109.580583639816,1.0152898862605935,1.0199980104442234,-0.0015254397482136195,-0.0015254397482136195,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-19,13.192342758178711,12.200636863708496,80.59367370605469,110.7752455955522,109.67376985053319,107.71793852345218,1.0100432012733778,1.0179036386550295,-0.002094371789193916,-0.002094371789193916,Risk Off,False,False,False,False,1.0606184346063967,,,Risk Off,False,True,False,True,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-22,13.192342758178711,12.230541229248047,80.74903106689453,110.7752455955522,109.94258569517706,107.92558229838602,1.0075735884790245,1.0153515173490468,-0.002552121305982702,-0.002552121305982702,Risk Off,False,False,False,False,1.0607446610810471,0.00012622647465043713,0.00012622647465043713,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-23,12.809109687805176,11.811888694763184,78.41864776611328,107.5572623859629,106.17924102494818,104.81089508304476,1.0129782558974116,1.0130490619417687,-0.0023024554072781367,-0.0023024554072781367,Risk Off,False,False,False,False,1.0608107650167453,6.610393569816964e-05,6.610393569816964e-05,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-24,13.058791160583496,11.781990051269531,78.86531829833984,109.65382150170682,105.91047661682782,105.40789515411863,1.0353444248808548,1.0115871046138931,-0.0014619573278755738,-0.0014619573278755738,Risk On,True,False,True,False,1.0614236306618179,0.0006128656450725689,0.0006128656450725689,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-25,13.366531372070312,12.051116943359375,80.47718048095703,112.23789607678142,108.32970777282168,107.56223883286313,1.036076791715857,1.0096686278271898,-0.001918476786703316,-0.001918476786703316,Risk On,False,False,False,False,1.0617790166984262,0.00035538603660834056,0.00035538603660834056,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-26,13.296853065490723,11.946459770202637,79.89456939697266,111.65281186046579,107.38892518497644,106.78354663480545,1.0397050875418004,1.0104977568488713,0.0008291290216815295,0.0008291290216815295,Risk On,False,False,False,False,1.062325042397513,0.000546025699086794,0.000546025699086794,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-29,13.796218872070312,12.21558952331543,81.50643157958984,115.84595411577754,109.80818205923207,108.93789031354994,1.054984719201422,1.0125218721663454,0.00202411531747404,0.00202411531747404,Risk On,False,False,False,False,1.0631232885825963,0.0007982461850832845,0.0007982461850832845,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-30,13.772985458374023,12.073545455932617,81.07923126220703,115.65086464945557,108.53132179949306,108.36691327020438,1.065598969329016,1.0165591086202617,0.004037236453916293,0.004037236453916293,Risk On,False,False,False,False,1.064006447575763,0.0008831589931665995,0.0008831589931665995,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-03-31,13.598786354064941,11.931503295898438,79.77806854248047,114.18812608087188,107.25447868526187,106.6278367471052,1.0646466933651955,1.0192231072528812,0.0026639986326195686,0.0026639986326195686,Risk On,False,False,False,False,1.0646797448547187,0.00067329727895582,0.00067329727895582,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-01,13.813629150390625,11.96141529083252,80.38005065917969,115.99214709242862,107.52336311193712,107.43241941044586,1.0787622683609244,1.023206593563095,0.003983486310213724,0.003983486310213724,Risk On,False,False,False,False,1.0653137253260672,0.0006339804713484387,0.0006339804713484387,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-05,14.28975772857666,12.200636863708496,82.28321838378906,119.99016784965315,109.67376985053319,109.97610918821921,1.0940644058572935,1.028066055411786,0.004859461848691016,0.004859461848691016,Risk On,False,False,False,False,1.066238997024606,0.0009252716985388432,0.0009252716985388432,Risk On,True,False,True,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-06,14.411702156066895,12.110929489135742,82.08904266357422,121.01412728975069,108.8673737531251,109.71658251160763,1.1115738638480468,1.0320134526595184,0.003947397247732409,0.003947397247732409,Risk On,False,False,False,False,1.0677715263560295,0.001532529331423449,0.001532529331423449,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-07,14.376862525939941,12.439871788024902,82.74929809570312,120.72158117762221,111.82429660768412,110.59905071013192,1.079564860587969,1.035312395127757,0.003298942468238586,0.003298942468238586,Risk On,False,False,False,False,1.0688086761414277,0.0010371497853982614,0.0010371497853982614,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-08,14.516218185424805,12.664142608642578,83.7979736328125,121.89174160231218,113.84030828308913,112.00066403587996,1.0707256809178818,1.0390897231971272,0.003777328069370256,0.003777328069370256,Risk On,False,False,False,False,1.0692699662178078,0.000461290076380072,0.000461290076380072,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-09,14.492995262145996,12.63424301147461,83.81742095947266,121.69674022334469,113.57153530221487,112.02665647227472,1.0715426176066791,1.0432353725493766,0.00414564935224937,0.00414564935224937,Risk On,False,False,False,False,1.0697282930667964,0.00045832684898861054,0.00045832684898861054,Risk On,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-12,14.272347450256348,12.858511924743652,84.71074676513672,119.84397487300207,115.58752983211204,113.22063622020009,1.0368244312087334,1.0461716627435131,0.0029362901941365482,0.0029362901941365482,Risk On,False,False,False,False,1.0693852485838313,-0.0003430444829650714,-0.0003430444829650714,Risk Off,False,True,False,True,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-13,14.051705360412598,12.843564987182617,84.1670150756836,117.99125757030733,115.45316905993666,112.49390850070957,1.0219837058699794,1.0477274979562137,0.0015558352127005293,0.0015558352127005293,Risk Off,False,True,False,True,1.068586724040675,-0.0007985245431563204,-0.0007985245431563204,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-14,13.703306198120117,12.679093360900879,82.74929809570312,115.06577242519862,113.9747033462802,110.59905071013192,1.0095729056262908,1.0470766764357367,-0.0006508215204770185,-0.0006508215204770185,Risk Off,False,False,False,False,1.067563476780415,-0.0010232472602600406,-0.0010232472602600406,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-15,13.819439888000488,12.55948257446289,82.43860626220703,116.0409394788624,112.89949997698217,110.18379375159778,1.027825096679088,1.047234072725372,0.00015739628963529206,0.00015739628963529206,Risk Off,False,False,False,False,1.0661287826954344,-0.0014346940849805367,-0.0014346940849805367,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-16,13.44782829284668,12.499672889709473,81.7394790649414,112.92054104214067,112.36185971494051,109.24937127161749,1.0049721616268859,1.0467181864936865,-0.000515886231685414,-0.000515886231685414,Risk Off,False,False,False,False,1.0642799324811802,-0.001848850214254183,-0.001848850214254183,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-19,12.79749870300293,12.499672889709473,80.47718048095703,107.45976570044982,112.36185971494051,107.56223883286313,0.9563722598849184,1.0440346394242637,-0.0026835470694228647,-0.0026835470694228647,Risk Off,False,False,False,False,1.061772500232479,-0.0025074322487013134,-0.0025074322487013134,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-20,13.122662544250488,12.664142608642578,81.48696899414062,110.19014536335393,113.84030828308913,108.91187748293285,0.9679361117798605,1.0420527655893053,-0.001981873834958403,-0.001981873834958403,Risk Off,False,False,False,False,1.0596611072368074,-0.002111392995671535,-0.002111392995671535,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-21,13.471049308776855,12.858511924743652,83.81742095947266,113.11552640522552,115.58752983211204,112.02665647227472,0.9786135802843349,1.0403345318086514,-0.0017182337806538328,-0.0017182337806538328,Risk Off,False,False,False,False,1.0575572478491313,-0.002103859387676099,-0.002103859387676099,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-22,14.092341423034668,12.99307918548584,84.6136245727539,118.33247594974985,116.79717970112465,113.09082699489402,1.0131449770666887,1.0392245594179432,-0.0011099723907082026,-0.0011099723907082026,Risk Off,False,False,False,False,1.0553012952465541,-0.0022559526025771603,-0.0022559526025771603,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-23,14.12137222290039,12.94822883605957,84.40003204345703,118.57624569132716,116.39401165705931,112.80534867033238,1.0187486796201985,1.0383581538131603,-0.000866405604782905,-0.000866405604782905,Risk Off,False,False,False,False,1.0533034896414244,-0.0019978056051297433,-0.0019978056051297433,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-26,14.481385231018066,12.75385856628418,84.88549041748047,121.59925154577292,114.6467815352825,113.45419085463926,1.0606425223402438,1.0394050255530825,0.0010468717399221283,0.0010468717399221283,Risk On,True,False,True,False,1.0516260273432307,-0.0016774622981936549,-0.0016774622981936549,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
1999-04-27,14.12137222290039,12.978128433227539,85.29338073730469,118.57624569132716,116.6627846379336,113.9993590095913,1.016401640500285,1.0374758716180257,-0.001929153935056771,-0.001929153935056771,Risk Off,False,True,False,True,1.0493389947952465,-0.0022870325479842357,-0.0022870325479842357,Risk Off,False,False,False,False,,,,Neutral,False,False,False,False,,,,Neutral,False,False,False,False
